sample_id,latitude,longitude,spatial_block_id,regional_zone_id,label_status,manganese_associated,data_quality_flag,feature_distribution_distance,distance_to_nearest_known_manganese_occurrence_km,geological_group,geological_formation,stratigraphic_unit,lithology,host_rock,ore_host_compatibility_score,formation_contact_distance_km,geological_age_ma,metamorphic_grade,weathering_class,alteration_intensity,geological_complexity_score,distance_to_fault_km,distance_to_lineament_km,lineament_density_per_sq_km,lineament_intersection_density,shear_zone_proximity_km,structural_complexity_score,fold_position,fold_hinge_proximity_km,structural_orientation,distance_to_major_geological_contact_km,drainage_anomaly_score,elevation_m,slope_deg,aspect_deg,aspect_sin,aspect_cos,curvature,terrain_ruggedness,local_relief_m,drainage_density,topographic_position_index,valley_or_ridge_class,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,NDVI,NDMI,MNDWI,BSI,B4_B2_ratio,B11_B12_ratio,B12_B8_ratio,B11_B8_ratio,gossan_alteration_index,red_edge_ratio_1,red_edge_ratio_2,VV,VH,VV_VH_ratio,radar_backscatter_mean,radar_texture,radar_roughness_proxy,aster_vnir_swir_proxy,aster_thermal_lithology_proxy,multisensor_spectral_anomaly_score
SAU-004370,21.66757,79.71263,BLK_014_007,ZONE_05,UNLABELLED,not_documented,ok,2.30731,2.55513,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock,Marble and calc-silicate rock,0.4464,2.8616,1997.8815,medium (lower amphibolite),moderately weathered,0.5529,0.5017,3.92702,2.88294,1.69425,1.08586,17.12371,0.5551,not_applicable,10.40717,E-W,1.76578,0.2717,300.26582,3.96224,324.20501,-0.58489,0.81111,-0.1045,8.75624,36.35622,2.66539,1.80806,slope,0.0913,0.08716,0.11473,0.12503,0.12075,0.12618,0.14117,0.1655,0.29524,0.17949,0.10332,-0.35304,-0.54414,0.27629,1.25663,1.64488,1.27145,2.09138,1.76354,0.96577,1.0092,-11.92831,-20.57522,8.64691,-16.25176,0.65511,0.31492,-0.88583,0.6412,0.4094
SAU-004371,21.80726,80.24102,BLK_017_017,ZONE_03,UNLABELLED,not_documented,ok,2.25104,3.76539,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite,Biotite-muscovite schist/gneiss and biotite granulite,0.4222,1.32565,1859.88603,granulite facies,moderately weathered,0.3006,0.4863,1.32002,0.89041,1.50014,0.78091,0.00426,0.7292,not_applicable,10.76757,E-W,0.9078,0.664,471.27863,7.21216,137.6604,0.67352,-0.73917,0.1366,9.11664,39.8189,1.37629,-1.30914,slope,0.02124,0.08369,0.01868,0.06876,0.25863,0.31445,0.3378,0.32594,0.15745,0.10497,0.8952,0.36416,-0.30588,-0.34178,0.87947,1.49995,0.31075,0.4661,0.49056,3.76134,4.57315,-10.44796,-15.67327,5.22531,-13.06061,0.21962,0.44556,0.20803,0.892,0.3813
SAU-004372,21.80593,80.1601,BLK_017_016,ZONE_03,UNLABELLED,not_documented,ok,3.89434,2.46064,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon I (lower),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon [ore-adjacent facies],1.0,0.38415,1875.92466,high (upper amphibolite),moderately weathered,0.4853,0.6007,2.31448,1.80751,2.15154,1.40798,3.73187,0.7529,not_applicable,18.81344,NNE-SSW,0.05971,0.3379,456.7465,3.81324,96.48038,0.99361,-0.11286,-0.5831,7.01202,37.77713,1.78394,6.23204,ridge,0.083,0.10347,0.09647,0.11378,0.22102,0.25825,0.28743,0.28012,0.1156,0.08931,0.49742,0.42635,-0.05537,-0.27186,1.16229,1.29437,0.31072,0.40218,0.5725,1.94252,2.26973,-12.91849,-20.09954,7.18106,-16.50902,0.25416,0.3064,0.49546,0.5815,0.3094
SAU-004373,21.97923,80.47388,BLK_020_022,ZONE_06,UNLABELLED,not_documented,ok,3.21072,1.09686,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,Quartz-mica schist and quartzite,,3.34831,1890.32001,medium (lower amphibolite),highly weathered / lateritic,0.681,0.8151,0.99148,0.31008,2.06539,1.19748,10.98865,1.0,not_applicable,5.98106,NNE-SSW,3.11286,0.6191,541.47723,7.82709,65.75418,0.91179,0.41065,-0.9121,11.55739,52.56627,1.24369,11.77527,ridge,0.05543,0.07043,0.04702,0.09553,0.19568,0.25322,0.26365,0.29285,,0.16679,0.6973,,,,0.84828,,0.63262,,,2.04836,2.65069,-8.68919,-19.29853,10.60934,-13.99386,1.13608,,0.37573,0.9783,0.4152
SAU-004374,21.85733,80.20316,BLK_018_017,ZONE_03,UNLABELLED,not_documented,ok,3.07153,3.46134,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss,Quartz-muscovite schist and gneiss,0.3414,0.15592,1648.22096,medium (lower amphibolite),highly weathered / lateritic,0.0848,0.4373,2.15765,1.71318,2.07184,1.00521,6.7846,0.611,not_applicable,16.00503,NNE-SSW,0.27079,0.2913,488.5551,3.26319,142.05591,0.61489,-0.78861,-0.2724,2.50007,27.17337,1.71836,6.42329,ridge,0.005,0.06582,0.005,0.03089,0.28857,0.3538,0.39863,0.37842,0.20815,0.22752,0.97522,0.31392,-0.51951,-0.30883,1.0,0.91486,0.57075,0.52216,0.52808,9.34186,11.45354,-11.00664,-14.34328,3.33663,-12.67496,0.05,0.04957,,0.6562,0.5212
SAU-004375,21.66784,79.85644,BLK_014_010,ZONE_05,UNLABELLED,not_documented,ok,2.60552,5.80595,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite,Biotite-muscovite schist/gneiss and biotite granulite,0.5519,0.72467,2090.92554,medium (lower amphibolite),highly weathered / lateritic,0.1347,0.3571,0.74516,0.41451,0.93091,0.15874,5.24132,0.3862,not_applicable,11.91817,NW-SE,2.33879,0.5205,403.41438,11.03642,273.13174,-0.99851,0.05463,0.2502,14.66261,60.21687,0.9237,-1.81172,slope,0.06806,0.08596,0.06302,0.12168,0.2029,0.25911,0.25985,0.28464,0.31998,0.24007,0.60963,-0.1037,-0.57649,0.07749,0.92595,1.33286,0.92388,1.2314,1.168,1.66749,2.12944,-7.36372,-18.41279,11.04907,-12.88826,0.92596,0.95441,1.359,0.5434,0.4876
SAU-004376,21.85752,80.25402,BLK_018_018,ZONE_03,UNLABELLED,not_documented,ok,4.34204,3.07113,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss","Marble, calc-silicate rock, granulite/gneiss",0.409,1.93852,1834.42939,granulite facies,moderately weathered,0.3938,0.5386,4.1165,3.09153,1.81969,0.59082,4.51334,0.519,not_applicable,10.92981,E-W,0.69415,0.2421,431.3486,6.19388,152.90139,0.45552,-0.89022,-0.4381,19.58799,74.5975,2.73811,3.24919,ridge,0.02694,0.07284,0.005,0.05716,0.28054,0.34076,0.37711,0.38077,0.12399,0.09599,0.97383,0.50513,-0.25987,-0.51602,0.1856,1.2917,0.25454,0.32879,0.31924,4.90798,5.96151,-3.72223,-16.67928,12.95705,-10.20076,1.53493,1.36723,1.16999,0.0,0.5676
SAU-004377,21.77414,80.00426,BLK_016_013,ZONE_03,POSITIVE,associated,ok,4.1927,1.75309,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon II (middle),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon [ore-adjacent facies],0.9376,0.5885,1606.98893,high (upper amphibolite),highly weathered / lateritic,0.3163,0.5473,2.29125,1.50563,1.84568,0.33227,2.28248,0.9779,not_applicable,31.14875,NNE-SSW,1.52626,0.3403,363.11986,21.673,295.54593,-0.90224,0.43123,0.1052,1.07061,21.65201,1.41543,-1.33861,slope,0.08329,0.08894,0.05424,0.07344,0.25268,0.29667,0.30945,0.33535,0.13564,0.06389,0.70172,0.39051,-0.20794,-0.34819,0.65122,2.12302,0.20646,0.43833,0.48348,3.44063,4.03962,-15.67543,-16.40326,0.72783,-16.03935,0.19962,0.18404,0.14655,0.4433,0.4651
SAU-004378,21.77989,80.21112,BLK_016_017,ZONE_03,UNLABELLED,not_documented,ok,3.64626,3.66394,,Mansar Formation,Mansar Fm - Manganese Horizon III (upper),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon [ore-adjacent facies],1.0,5.83638,1833.28447,low (greenschist),highly weathered / lateritic,0.4587,0.557,0.83183,0.47648,2.00838,0.52527,0.55159,0.6482,limb,12.98584,N-S,0.30521,0.6858,425.29104,6.63076,129.82325,0.76802,-0.64042,0.1555,12.51376,46.06238,1.17405,,slope,0.06396,0.11687,0.09241,0.14121,0.25354,0.30993,0.31932,0.33895,0.16457,0.07361,0.55111,0.3198,-0.16949,-0.19726,1.44481,2.2357,0.23052,0.51538,0.67048,1.79548,2.19482,-7.87644,-13.9709,6.09446,-10.92367,0.53352,0.51943,0.49697,0.3727,0.4656
SAU-004379,21.58259,79.63444,BLK_012_005,ZONE_09,UNLABELLED,not_documented,ok,2.60062,7.14181,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",,0.0749,3.51111,2136.41444,low (greenschist),fresh / slightly weathered,0.12,0.4516,4.31982,3.62542,1.33923,1.15599,7.3927,0.5279,not_applicable,7.94669,E-W,6.69794,0.1795,391.70156,3.11237,233.19637,-0.80069,-0.59907,-0.1472,12.20083,59.7355,1.3324,-0.66065,slope,0.04852,0.06702,,0.09296,0.18955,0.20418,0.25659,0.22793,0.15876,0.10714,,0.23554,-0.40632,,,1.4818,0.41755,0.61873,,2.03905,2.19643,-10.50341,-20.41794,9.91452,-15.46068,0.60907,0.99712,,1.0,0.2672
SAU-004380,21.78417,80.16011,BLK_016_016,ZONE_03,UNLABELLED,not_documented,ok,2.42139,2.9463,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)","Biotite gneiss (potassic, migmatitic)",0.3803,0.1708,2421.20584,medium (lower amphibolite),highly weathered / lateritic,0.3221,0.4587,3.94636,2.85029,1.63119,0.93348,3.00357,0.6713,not_applicable,18.26513,NNE-SSW,,0.0,515.57508,6.00398,96.70968,0.99315,-0.11684,-0.386,8.78496,38.3175,1.61089,3.94262,ridge,,0.08271,,0.10519,0.26181,0.32696,0.34467,0.32749,0.15065,0.09434,,0.39171,-0.29114,,,1.59688,0.27371,0.43708,,2.48892,3.10828,-8.94708,-16.83768,7.8906,-12.89238,0.30028,0.7255,0.01904,0.4795,0.4188
SAU-004381,21.94194,80.50334,BLK_019_023,ZONE_06,UNLABELLED,not_documented,ok,2.2134,4.64181,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,Quartz-mica schist and quartzite,0.5419,9.25621,1642.78556,low (greenschist),highly weathered / lateritic,0.3,0.8716,1.44647,0.6075,1.35901,0.82899,13.89076,0.7032,not_applicable,7.23524,NNE-SSW,8.65915,0.1183,488.35786,10.0496,93.87483,0.99771,-0.06758,-0.0008,14.63095,59.6575,0.85189,6.09778,ridge,0.04409,0.09572,0.02475,0.09359,0.23732,0.28308,0.31958,0.3146,0.17932,0.18188,0.85624,0.28114,-0.30396,-0.28111,0.56135,0.98592,0.56912,0.56111,0.56114,2.53574,3.02468,-7.49718,-15.33698,7.83981,-11.41708,0.92819,1.12783,-0.2755,0.7934,0.3291
SAU-004382,21.7439,79.74648,BLK_015_007,ZONE_05,UNLABELLED,not_documented,ok,2.5567,6.92227,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)","Biotite gneiss (potassic, migmatitic)",0.1961,1.43508,2123.89312,granulite facies,fresh / slightly weathered,0.586,0.4985,1.08936,0.60463,2.39682,1.11876,17.60751,0.4689,limb,16.19111,ENE-WSW,0.75043,0.4786,352.38358,6.84327,227.71521,-0.73981,-0.67282,-0.2344,9.2663,45.22526,1.26746,5.83562,ridge,0.09997,0.09326,0.17084,0.13943,0.10729,0.11774,0.12457,0.13948,0.34216,0.19147,-0.15663,-0.4662,-0.57163,0.39111,1.70891,1.78702,1.53705,2.74673,2.28467,0.76949,0.84444,-12.11049,-23.40209,11.2916,-17.75629,0.18808,0.49606,-0.13131,0.9903,0.3054
SAU-004383,21.87909,80.26777,BLK_018_018,ZONE_03,UNLABELLED,not_documented,ok,5.08028,5.75965,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon III (upper),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon [ore-adjacent facies],1.0,2.87468,2025.37224,low (greenschist),highly weathered / lateritic,0.5322,0.8394,1.17754,0.64938,1.66022,0.36815,6.41967,0.775,limb,10.18334,NNE-SSW,1.1939,0.7628,447.07465,4.90202,166.51685,0.23316,-0.97244,-0.0676,41.62777,141.56777,2.21505,3.29409,ridge,0.04618,0.08987,0.04154,0.06676,0.2601,0.34006,0.35052,0.33509,0.13856,0.07124,0.78809,0.43339,-0.21315,-0.37552,0.89952,1.94497,0.20324,0.3953,0.454,3.89605,5.09377,-1.0,-9.74691,8.74691,-5.37345,3.34559,2.66341,0.2734,0.521,
SAU-004384,21.98534,80.51074,BLK_020_023,ZONE_06,UNLABELLED,not_documented,ok,2.98894,4.54653,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)","Biotite gneiss (potassic, migmatitic)",0.2415,0.21906,2304.58055,high (upper amphibolite),highly weathered / lateritic,0.1848,1.0,3.86749,3.91161,1.38189,1.01286,14.04923,,limb,9.40767,ENE-WSW,8.23969,0.5048,550.56369,7.78855,118.88978,0.87555,-0.48313,-0.7073,8.42542,38.35928,0.78653,14.13286,ridge,0.06322,0.0872,0.08128,0.0915,0.23081,0.32116,0.31069,0.31544,0.24781,0.1562,0.58527,0.11259,-0.47942,-0.06376,1.28567,1.58649,0.50275,0.79761,0.88013,2.52251,3.50995,-12.01079,-17.74849,5.73769,-14.87964,0.54263,0.59684,0.5746,0.7124,0.3747
SAU-004385,21.50098,79.74496,BLK_011_007,ZONE_09,UNLABELLED,not_documented,ok,2.21122,5.59259,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock,Marble and calc-silicate rock,0.4105,0.41223,1682.68786,granulite facies,fresh / slightly weathered,0.3581,0.3741,8.19626,5.02392,0.05,0.06972,7.85695,0.5753,not_applicable,2.99599,ENE-WSW,1.42921,0.2697,348.86369,4.42777,349.16316,-0.18801,0.98217,0.0245,7.67331,42.47907,2.0905,-2.31341,slope,0.0713,0.07554,0.0941,0.12003,0.15747,0.15772,0.18741,0.20146,0.30179,0.21276,0.33146,-0.23381,-0.59961,0.20956,1.31978,1.41845,1.13526,1.61032,1.53025,1.31192,1.314,-12.1535,-20.17965,8.02615,-16.16657,0.05,0.71073,0.40352,0.0,0.425
SAU-004386,21.5242,79.7322,BLK_011_007,ZONE_09,UNLABELLED,not_documented,ok,3.07174,3.66383,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon III (upper),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon [ore-adjacent facies],0.9242,0.10362,1882.48288,high (upper amphibolite),highly weathered / lateritic,0.3915,0.6621,2.5141,2.16086,1.1085,0.70719,7.39556,,not_applicable,3.29824,ENE-WSW,2.71425,0.295,372.00501,3.66555,345.45285,-0.25118,0.96794,0.1001,9.56104,39.88756,1.46288,-0.84913,slope,0.0688,0.07935,0.13719,0.13377,0.09888,0.12811,0.13215,,0.31447,0.24352,-0.01871,-0.40822,-0.59702,0.38417,1.99404,1.29135,1.84275,2.37964,2.24762,0.73918,0.95769,-13.55695,-24.60085,11.0439,-19.0789,,0.02,0.16964,0.3856,0.4762
SAU-004387,21.65258,79.71823,BLK_014_007,ZONE_05,UNLABELLED,not_documented,ok,3.69914,3.6146,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock,Marble and calc-silicate rock,0.4182,0.95409,1709.8954,medium (lower amphibolite),moderately weathered,0.369,0.4982,1.75749,1.12759,1.61496,1.52411,15.76692,0.7273,limb,8.66058,ENE-WSW,0.27145,0.612,313.57858,3.54915,321.61308,-0.62097,0.78384,-0.0581,12.19781,51.12148,2.34677,1.31948,slope,0.05513,0.09181,0.09569,0.11393,0.1326,0.1951,0.19286,0.2128,0.29666,0.22273,0.33675,-0.21204,-0.52733,0.22544,1.73572,1.33193,1.15488,1.53821,1.58212,1.16387,1.71246,-8.88406,-22.58797,13.70391,-15.73601,0.26362,0.70069,,0.1541,0.4542
SAU-004388,21.79834,80.19489,BLK_016_016,ZONE_03,POSITIVE,associated,ok,3.30982,1.24435,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon I (lower),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon [ore-adjacent facies],1.0,0.82008,1687.77192,medium (lower amphibolite),moderately weathered,0.4971,0.5239,1.68948,0.91372,1.77824,1.03218,2.08958,0.6071,limb,15.11712,N-S,2.34608,0.5435,452.06708,3.92791,121.39252,0.85362,-0.5209,-0.127,7.63731,46.51202,2.02342,5.48163,ridge,0.04764,0.06479,0.02761,0.08514,0.23065,0.25504,0.29475,0.29426,,0.13387,0.8287,,,,0.57955,,0.45418,,,2.70907,2.99554,-10.974,-18.86683,7.89283,-14.92042,0.07399,0.20603,-0.26222,0.5706,0.3071
SAU-004389,21.76661,80.01615,BLK_016_013,ZONE_03,POSITIVE,associated,ok,4.00829,1.53367,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,Quartz-mica schist and quartzite,0.5343,0.73992,2061.66125,medium (lower amphibolite),moderately weathered,0.3543,0.5439,3.36664,2.9555,2.06825,1.00775,0.89672,0.8305,not_applicable,31.57575,ENE-WSW,3.30689,0.1696,491.51984,12.37901,280.77654,-0.98236,0.18698,-0.0845,0.5,10.62438,1.09677,5.09319,ridge,0.03689,0.08571,0.02003,0.07851,0.23789,0.3108,0.32123,0.33196,0.18026,0.09583,0.88261,0.2811,-0.35549,-0.28264,0.54297,1.88104,0.29832,0.56116,0.55928,3.03006,3.95873,-16.81988,-15.83117,-0.98871,-16.32553,0.05,0.02,-0.07922,0.742,0.4735
SAU-004390,21.76416,79.83836,BLK_016_009,ZONE_05,UNLABELLED,not_documented,ok,2.77515,5.02969,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",,0.1367,3.19798,2292.59712,medium (lower amphibolite),highly weathered / lateritic,0.3694,0.4949,0.58235,0.2549,1.33226,0.00803,11.17315,0.7414,limb,20.19921,ENE-WSW,1.97395,0.7427,277.16787,9.31855,239.9165,-0.8653,-0.50126,0.2479,7.24299,32.90456,1.40673,-3.40552,valley,0.09296,0.08762,0.12851,0.14104,0.13279,0.19648,0.1718,0.16885,0.23162,0.15828,0.14415,-0.14828,-0.45107,0.15262,1.38242,1.46336,0.9213,1.3482,1.36021,0.94151,1.39308,-12.57416,-22.67731,10.10315,-17.62573,0.46896,0.80049,-1.26042,1.0,0.2559
SAU-004391,21.86206,80.23017,BLK_018_017,ZONE_03,POSITIVE,associated,ok,3.93112,2.44046,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon III (upper),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon [ore-adjacent facies],0.9157,0.41787,1975.94764,high (upper amphibolite),fresh / slightly weathered,0.1877,0.6652,5.96205,4.55859,1.47487,0.39922,5.61086,0.6041,limb,13.44384,E-W,2.0383,0.0952,477.06437,7.38594,152.51406,0.46153,-0.88712,-0.3922,10.90903,46.2884,1.28994,6.81327,ridge,0.00756,0.07717,0.005,0.05353,0.30825,0.37897,0.4305,0.43605,0.09056,0.06453,0.97704,0.6524,-0.07983,-0.64184,0.66138,1.40338,0.1499,0.21036,0.21814,5.75845,7.07958,-9.62828,-11.68195,2.05367,-10.65512,0.89525,0.71101,-0.98253,0.3668,0.3709
SAU-004392,21.51262,79.72934,BLK_011_007,ZONE_09,UNLABELLED,not_documented,ok,2.26197,4.89972,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)","Biotite gneiss (potassic, migmatitic)",0.2098,0.28306,2325.40475,high (upper amphibolite),fresh / slightly weathered,0.0679,0.5789,3.47399,3.2634,0.97028,0.23859,7.14145,0.6524,not_applicable,2.08056,NNE-SSW,2.30121,0.1836,405.79463,5.12746,343.46448,-0.28461,0.95864,0.1046,10.54763,44.77253,0.94241,-4.27161,valley,0.0632,0.05923,0.06945,0.09501,0.16281,0.18884,0.23731,0.22215,,0.29274,0.5472,,,,1.09889,,1.23358,,,1.71361,1.98758,-12.45075,-20.08482,7.63407,-16.26778,0.58904,0.82869,0.34158,1.0,0.2684
SAU-004393,21.96019,80.46473,BLK_020_022,ZONE_06,POSITIVE,associated,ok,3.31669,1.21389,Sausar Group,,Mansar Fm - Manganese Horizon III (upper),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon [ore-adjacent facies],1.0,0.19422,1656.48062,medium (lower amphibolite),fresh / slightly weathered,0.0623,0.6441,2.07702,1.60254,1.97766,1.11051,11.59312,0.7461,not_applicable,3.89616,ENE-WSW,1.97842,0.2997,466.62646,7.32908,63.56313,0.89543,0.44521,-0.708,11.05946,54.15331,1.51568,11.87293,ridge,0.05312,0.066,0.06299,0.06312,0.20561,0.25211,0.26852,0.28487,0.20793,0.18294,0.61998,0.12717,-0.51813,-0.08559,1.18581,1.1366,0.68129,0.77436,0.84231,3.25745,3.99414,-12.65621,-17.43527,4.77906,-15.04574,0.4317,0.46037,-0.61657,0.2012,0.4605
SAU-004394,21.71744,79.83188,BLK_015_009,ZONE_05,UNCERTAIN,ambiguous,ok,1.96256,1.89694,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,Quartz-mica schist and quartzite,0.4787,0.17149,1754.11259,high (upper amphibolite),moderately weathered,0.4419,0.511,3.472,2.14149,1.94245,1.03654,8.3367,,not_applicable,15.12789,NNE-SSW,1.48828,0.3234,364.44031,6.96353,250.61833,-0.94333,-0.33186,0.0782,14.04923,48.18813,1.62409,-3.4143,valley,0.06338,,0.09791,0.11368,0.17757,0.22589,0.22604,0.23947,0.26121,0.19659,0.39552,-0.07218,,0.10747,1.54481,1.3287,0.86971,1.15559,1.24083,1.56202,1.98707,-11.55864,-19.56888,8.01024,-15.56376,0.9368,1.03282,0.32801,0.7633,0.3325
SAU-004395,21.67833,79.70176,BLK_014_007,ZONE_05,UNLABELLED,not_documented,ok,2.64557,3.07105,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite,Biotite-muscovite schist/gneiss and biotite granulite,0.1673,0.11873,1823.39484,high (upper amphibolite),moderately weathered,0.1738,0.6169,3.45932,2.55795,1.85572,1.36464,17.95964,0.6516,,11.96339,NW-SE,0.2968,0.3262,378.54792,5.48433,,,,-0.0236,9.05356,42.11401,0.94742,-3.20848,valley,0.07071,0.08011,0.11999,0.10588,0.17439,0.19105,0.20615,0.21696,0.2872,0.2223,0.26418,-0.16428,-0.5638,0.19053,1.69693,1.29195,1.07834,1.39316,1.47074,1.64705,1.8044,-11.73935,-18.96902,7.22967,-15.35419,0.78599,0.14275,0.85762,0.9009,0.3874
SAU-004396,21.97164,80.46696,BLK_020_022,ZONE_06,POSITIVE,associated,ok,3.1955,0.36352,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite,Biotite-muscovite schist/gneiss and biotite granulite,0.2691,0.80148,1622.80157,medium (lower amphibolite),moderately weathered,0.6656,0.724,1.7089,0.74019,2.09515,1.49077,10.91279,0.9548,not_applicable,4.88119,NNE-SSW,3.50967,0.5172,539.83265,10.57596,61.00351,0.87465,0.48476,-0.9616,8.81316,37.69974,1.27674,13.32286,ridge,0.08054,0.08939,0.13645,0.1448,0.1539,0.17695,0.19339,0.1912,0.27664,0.1574,0.17263,-0.17712,-0.51157,0.20256,1.69419,1.75756,0.8139,1.43048,1.50801,1.06285,1.22203,-11.73442,-21.63253,9.89811,-16.68348,0.41448,0.26222,0.74731,0.7961,0.2396
SAU-004397,21.85236,80.22142,BLK_018_017,ZONE_03,UNLABELLED,not_documented,ok,2.53726,1.68936,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss","Marble, calc-silicate rock, granulite/gneiss",0.1698,0.31745,1782.50182,high (upper amphibolite),moderately weathered,0.3938,0.477,5.23518,3.46761,1.28202,0.82623,5.20903,0.5477,not_applicable,14.03689,N-S,0.15173,0.2304,447.67293,5.60107,145.19116,0.57084,-0.82106,-0.112,13.95574,60.83117,1.39689,6.89709,ridge,0.01772,0.07388,0.005,0.02112,0.27038,0.36783,0.37709,0.36013,0.15056,0.11399,0.97383,0.42932,-0.34165,-0.43471,0.28217,1.32082,0.30229,0.39927,0.39401,12.80208,17.41619,-8.12916,-13.8681,5.73894,-10.99863,1.16083,0.52649,-1.15858,0.257,0.3991
SAU-004398,21.53675,79.73942,BLK_011_007,ZONE_09,POSITIVE,associated,ok,2.942,2.1123,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,Quartz-mica schist and quartzite,0.5032,1.17349,2040.03965,medium (lower amphibolite),highly weathered / lateritic,0.4391,0.4384,1.18625,1.11071,1.79939,0.53538,8.32847,0.4651,not_applicable,2.56346,NNE-SSW,0.40125,0.5644,427.0782,7.37885,346.59902,-0.23176,0.97277,0.4063,7.10331,36.415,1.56549,-6.03142,valley,0.09025,0.08845,0.12399,0.13142,0.14726,0.20086,0.19319,0.18442,0.36172,0.26659,0.21817,-0.30371,-0.60704,0.26298,1.37385,1.35684,1.37994,1.87235,1.71363,1.12053,1.52838,-10.35556,-21.14398,10.78842,-15.74977,0.56405,0.25313,0.7333,0.8296,0.4639
